SENSORNAME,VIIRS
PIXELMETERS,500
BAND,BLUE
WAVE,RSR
2217,4.26429E-05
2218,4.31962E-05
2219,4.37496E-05
2220,4.43029E-05
2221,4.48562E-05
2222,4.54095E-05
2223,4.59628E-05
2224,4.67376E-05
2225,4.78446E-05
2226,4.87301E-05
2227,4.97263E-05
2228,5.10548E-05
2229,5.27155E-05
2230,5.42653E-05
2231,5.58152E-05
2232,5.7365E-05
2233,5.89148E-05
2234,6.04645E-05
2235,6.2125E-05
2236,6.35639E-05
2237,6.51136E-05
2238,6.61095E-05
2239,6.69947E-05
2240,6.84336E-05
2241,7.02064E-05
2242,7.19792E-05
2243,7.38628E-05
2244,7.56358E-05
2245,7.74088E-05
2246,7.91819E-05
2247,8.0955E-05
2248,8.26174E-05
2249,8.38369E-05
2250,8.46134E-05
2251,8.51676E-05
2252,8.5611E-05
2253,8.61652E-05
2254,8.66086E-05
2255,8.71628E-05
2256,8.76063E-05
2257,8.81605E-05
2258,8.87147E-05
2259,8.91582E-05
2260,8.92694E-05
2261,8.83838E-05
2262,8.67229E-05
2263,8.43974E-05
2264,8.21826E-05
2265,7.98571E-05
2266,7.76423E-05
2267,7.53168E-05
2268,7.31019E-05
2269,7.07763E-05
2270,6.85614E-05
2271,6.62354E-05
2272,6.37987E-05
2273,6.10296E-05
2274,5.81498E-05
2275,5.51593E-05
2276,5.21687E-05
2277,4.91781E-05
2278,4.62983E-05
2279,4.33078E-05
2280,4.03172E-05
2281,3.73267E-05
2282,3.43361E-05
2283,3.13455E-05
2284,2.85765E-05
2285,2.6472E-05
2286,2.46998E-05
2287,2.32599E-05
2288,2.182E-05
2289,2.04909E-05
2290,1.9051E-05
2291,1.76111E-05
2292,1.6282E-05
2293,1.48421E-05
2294,1.34022E-05
2295,1.19623E-05
2296,1.07439E-05
2297,9.85778E-06
2298,9.30397E-06
2299,8.75017E-06
2300,8.30795E-06
